step,sample,frame_gap,target_frame_index,normalized_time,rgb_mse,rgb_psnr
1,n3dv,8,25,0.125,0.0008838842622935772,30.536045987176486
2,n3dv,2,3,0.5,0.001024609082378447,29.894417987530993
3,driving,2,1,0.5,0.0035361014306545258,24.514752860396865
4,driving,2,3,0.5,0.0033637869637459517,24.731715168572652
5,n3dv,4,7,0.75,0.0009596170857548714,30.179020281250057
6,robot,4,11,0.75,0.011288600042462349,19.473599138351886
7,n3dv,2,1,0.5,0.001225815387442708,29.11574931328243
8,n3dv,16,1,0.0625,0.0015722127864137292,28.034886760374413
9,robot,4,1,0.25,0.008050331845879555,20.94186217040342
10,robot,16,1,0.0625,0.009709108620882034,20.12820640205505
11,n3dv,4,13,0.25,0.0009380540577694774,30.277721335670826
12,n3dv,4,1,0.25,0.0014220346929505467,28.470898081258092
13,n3dv,4,3,0.75,0.0010890428675338626,29.629550249577278
14,robot,4,15,0.75,0.00424408633261919,23.722157903223525
15,driving,4,11,0.75,0.00514457281678915,22.886506813512177
16,driving,2,7,0.5,0.0024680125061422586,26.076526439358737
17,n3dv,16,63,0.9375,0.0009914783295243979,30.037167736128133
18,robot,16,65,0.08333333333333333,0.002162860706448555,26.64971449293553
19,driving,16,15,0.9375,0.0034192590974271297,24.6606798890231
20,n3dv,4,11,0.75,0.0009119293536059558,30.4003880479384
21,driving,8,1,0.125,0.007417842745780945,21.297223777158866
22,driving,16,1,0.0625,0.007866280153393745,21.042305904833057
23,n3dv,8,23,0.875,0.0008822928066365421,30.54387261576613
24,n3dv,4,5,0.25,0.0011191919911652803,29.510954062763876
25,robot,8,9,0.125,0.009180689230561256,20.37124713374648
26,robot,4,3,0.75,0.0068778689019382,21.625461064592567
27,n3dv,16,33,0.0625,0.0009505926864221692,30.220055313611777
28,driving,16,63,0.9375,0.0021897347178310156,26.596084959181585
29,driving,8,17,0.125,0.0016083985101431608,27.936063378551896
30,driving,16,31,0.9375,0.001334375818260014,28.74721836978667
31,n3dv,16,47,0.9375,0.0010535940527915955,29.773266894956674
32,robot,8,15,0.875,0.004595079924911261,23.377069302743763
33,robot,4,13,0.25,0.006116996053606272,22.134617996881666
34,driving,2,5,0.5,0.0032450975850224495,24.887722387713055
35,driving,4,1,0.25,0.006183727644383907,22.087496467006563
36,robot,4,7,0.75,0.009156369604170322,20.382766850001246
37,robot,8,17,0.125,0.005612176842987537,22.50868652553941
38,robot,2,5,0.5,0.0032349179964512587,24.90136724003041
39,n3dv,4,9,0.25,0.0009272698662243783,30.327938533898077
40,robot,2,7,0.5,0.00551041541621089,22.58815659557022
41,n3dv,8,17,0.125,0.0009112874395214021,30.403446156632302
42,n3dv,16,15,0.9375,0.0009022923768498003,30.44652711817813
43,n3dv,8,15,0.875,0.0008880668319761753,30.515543499124995
44,robot,16,31,0.9375,0.005923112388700247,22.274500267159247
45,robot,8,1,0.125,0.00908687710762024,20.41585345375819
46,driving,8,9,0.125,0.005163318943232298,22.87071047331699
47,robot,8,73,0.25,0.0021335347555577755,26.70900278033629
48,robot,16,47,0.9375,0.002470661886036396,26.071866844141496
49,driving,4,13,0.25,0.003837795229628682,24.159182013084113
50,driving,4,5,0.25,0.002833340549841523,25.47701222857478
51,n3dv,16,17,0.0625,0.000916980323381722,30.376399833467996
52,n3dv,8,7,0.875,0.000930554757360369,30.312580662519014
53,driving,8,23,0.875,0.0029865684919059277,25.24827520992009
54,robot,8,75,0.75,0.00968223251402378,20.140244922027723
55,n3dv,2,7,0.5,0.0009046353516168892,30.435264447659208
56,driving,16,33,0.0625,0.0021585847716778517,26.658308911128845
57,driving,16,47,0.9375,0.0021214745938777924,26.73362164842333
58,driving,4,15,0.75,0.0030002130661159754,25.228479018961217
59,robot,16,15,0.9375,0.004604316782206297,23.368348040623733
60,n3dv,8,1,0.125,0.0015048285713419318,28.225129716719618
61,robot,4,5,0.25,0.004621079191565514,23.35256588900637
62,robot,4,9,0.25,0.009086286649107933,20.41613566424967
63,robot,8,7,0.875,0.012361225672066212,19.079384648277866
64,driving,8,7,0.875,0.002422802150249481,26.156820495699584
65,robot,2,1,0.5,0.00629980256780982,22.006730608724993
66,robot,16,17,0.0625,0.005788110196590424,22.374632091847253
67,driving,8,31,0.875,0.0013290565693750978,28.76456533545909
68,robot,8,23,0.875,0.013939601369202137,18.557496455802767
69,driving,4,3,0.75,0.0041580284014344215,23.81112548543722
70,n3dv,4,15,0.75,0.0008885152055881917,30.513351355046684
71,driving,4,9,0.25,0.004883679561316967,23.112528396733715
72,robot,16,33,0.0625,0.005062595475465059,22.95626773342383
73,n3dv,2,5,0.5,0.0009948996594175696,30.02220717805715
74,robot,2,3,0.5,0.006585827562958002,21.813896446286982
75,driving,8,25,0.125,0.002766137244179845,25.581262758133697
76,n3dv,16,31,0.9375,0.0008821124793030322,30.54476033886214
77,n3dv,8,31,0.875,0.0008807003614492714,30.551718254174382
78,robot,16,75,0.9166666666666666,0.010058249346911907,19.9747760229576
79,driving,16,17,0.0625,0.001611401909030974,27.927961261821483
80,driving,16,49,0.0625,0.0020692110992968082,26.841952006909327
81,driving,8,15,0.875,0.003270394867286086,24.85399807483369
82,n3dv,16,49,0.0625,0.0009909041691571474,30.039683443226664
83,n3dv,8,9,0.125,0.000937598932068795,30.27982895989907
84,driving,4,7,0.75,0.0025054034776985645,26.01122324077108
85,robot,16,1,0.0625,0.009726304560899734,20.120521354415757
86,driving,8,9,0.125,0.005159545689821243,22.87388537343721
87,n3dv,16,31,0.9375,0.000880404666531831,30.553176641608832
88,n3dv,2,3,0.5,0.0010012449929490685,29.994596427329515
89,robot,4,15,0.75,0.004221742507070303,23.745082587518898
90,driving,16,47,0.9375,0.0021135122515261173,26.749952303262017
91,n3dv,4,13,0.25,0.0009187782998196781,30.36789270747215
92,driving,2,7,0.5,0.0024483883753418922,26.11119691146733
93,robot,8,9,0.125,0.009182490408420563,20.370395166251622
94,n3dv,8,23,0.875,0.0008659004815854132,30.62532018816226
95,driving,16,1,0.0625,0.007871527224779129,21.03940998143216
96,driving,16,49,0.0625,0.0020669158548116684,26.846772033605294
97,robot,8,73,0.25,0.0021137099247425795,26.7495461339924
98,driving,4,3,0.75,0.004149144981056452,23.820413896172262
99,n3dv,16,15,0.9375,0.0008884283015504479,30.513776151264747
100,driving,4,1,0.25,0.0061818757094442844,22.08879730952613
101,robot,16,31,0.9375,0.005914796143770218,22.280602189416054
102,driving,16,33,0.0625,0.002148142782971263,26.679368552836344
103,robot,4,3,0.75,0.0068761673755943775,21.62653560517221
104,robot,16,47,0.9375,0.002459330251440406,26.09183148061704
105,robot,16,17,0.0625,0.005777876824140549,22.382317209145064
106,robot,16,65,0.08333333333333333,0.0021264972165226936,26.723351814190977
107,n3dv,8,9,0.125,0.0009326909203082323,30.30262251048045
108,robot,2,1,0.5,0.006297733169049025,22.008157440907933
109,n3dv,16,1,0.0625,0.0015448591439053416,28.11111112234851
110,n3dv,4,15,0.75,0.0008808720740489662,30.550871580676837
111,n3dv,2,1,0.5,0.0011998856207355857,29.208601511614653
112,driving,16,17,0.0625,0.001610425068065524,27.930594777879346
113,robot,16,33,0.0625,0.005056180991232395,22.9617738842689
114,robot,8,7,0.875,0.012368917465209961,19.07668308411186
115,n3dv,16,49,0.0625,0.0009844349697232246,30.068129674112477
116,driving,4,11,0.75,0.005118578672409058,22.908506172320315
117,n3dv,2,5,0.5,0.0009858077391982079,30.06207776688616
118,driving,4,7,0.75,0.002496849512681365,26.026076321707052
119,robot,4,9,0.25,0.00908680073916912,20.415889953136237
120,driving,8,31,0.875,0.0013119288487359881,28.820897178866225
121,n3dv,4,11,0.75,0.0008874379564076662,30.51862000111378
122,n3dv,8,17,0.125,0.0008953899377956986,30.479877904354396
123,robot,8,15,0.875,0.0045671914704144,23.403507810793684
124,driving,16,63,0.9375,0.0021636714227497578,26.648086909413173
125,robot,4,1,0.25,0.008062533102929592,20.935284892385187
126,robot,2,7,0.5,0.005494723562151194,22.6005415191242
127,robot,8,75,0.75,0.009683509357273579,20.13967223446209
128,n3dv,4,3,0.75,0.0010619200766086578,29.739081683713145
129,n3dv,8,15,0.875,0.0008692519040778279,30.608543493308265
130,driving,16,15,0.9375,0.003386110533028841,24.70298869292356
131,n3dv,16,47,0.9375,0.0010359094012528658,29.846782255333398
132,driving,4,9,0.25,0.004873717203736305,23.121396742526414
133,robot,8,17,0.125,0.00558244064450264,22.53175885883397
134,driving,8,15,0.875,0.003256612690165639,24.872338891249875
135,robot,16,75,0.9166666666666666,0.010065291076898575,19.97173661285711
136,n3dv,2,7,0.5,0.0008878724765963852,30.5164940661731
137,n3dv,4,5,0.25,0.0010900648776441813,29.625476532847237
138,n3dv,8,31,0.875,0.0008711471455171704,30.599084820890248
139,driving,8,17,0.125,0.0016023634234443307,27.95238977080427
140,robot,4,13,0.25,0.006109654903411865,22.139833196717802
141,robot,4,7,0.75,0.009151631966233253,20.385014533945714
142,robot,8,1,0.125,0.009102905169129372,20.40819981572703
143,n3dv,4,7,0.75,0.0009280611993744969,30.324233840459197
144,n3dv,8,1,0.125,0.0014853797620162368,28.281624975501835
145,n3dv,4,1,0.25,0.0013883324572816491,28.575065230209372
146,driving,4,13,0.25,0.003833441762253642,24.16411130170627
147,driving,2,5,0.5,0.003213366959244013,24.93039676168165
148,driving,16,31,0.9375,0.0012962562032043934,28.873091522916262
149,robot,16,15,0.9375,0.0045867012813687325,23.384995432945797
150,driving,2,1,0.5,0.0035002301447093487,24.559033992807823
151,robot,2,5,0.5,0.0032107217703014612,24.933973272139806
152,driving,8,7,0.875,0.0024017931427806616,26.194643994382936
153,driving,4,15,0.75,0.002975740935653448,25.264048806239828
154,driving,8,1,0.125,0.00742168165743351,21.294976780369602
155,n3dv,8,25,0.125,0.00085323496023193,30.68931358186561
156,driving,2,3,0.5,0.0033143186010420322,24.79605745758635
157,driving,4,5,0.25,0.0028101117350161076,25.51276411434358
158,robot,4,5,0.25,0.004602288827300072,23.37026129655523
159,driving,8,23,0.875,0.002958471653982997,25.28932587474596
160,driving,8,25,0.125,0.0027597590815275908,25.59128828851428
161,robot,2,3,0.5,0.0065797921270132065,21.81787826677404
162,n3dv,16,63,0.9375,0.0009637706680223346,30.16026295413821
163,n3dv,8,7,0.875,0.0009091358515433967,30.41371215603882
164,n3dv,16,33,0.0625,0.0009222014341503382,30.351742067283073
165,robot,4,11,0.75,0.01130595337599516,19.466928098355478
166,n3dv,4,9,0.25,0.0008995946263894439,30.459531474298053
167,robot,8,23,0.875,0.013961095362901688,18.55080506397549
168,n3dv,16,17,0.0625,0.0008973129442892969,30.47056067239696
169,n3dv,16,15,0.9375,0.0008755833841860294,30.57702488566862
170,robot,8,73,0.25,0.002088685752823949,26.801268956255004
171,driving,4,13,0.25,0.0038305381312966347,24.167402100951474
172,robot,4,11,0.75,0.011306039988994598,19.466894827916107
173,n3dv,8,1,0.125,0.00148052501026541,28.295842517474856
174,robot,4,3,0.75,0.00687514478340745,21.627181516107406
175,n3dv,8,31,0.875,0.0008672294206917286,30.618659971487055
176,n3dv,16,1,0.0625,0.001531702815555036,28.148254893277898
177,n3dv,8,15,0.875,0.0008622899767942727,30.64346662082409
178,n3dv,8,25,0.125,0.0008505025180056691,30.703243962732245
179,robot,2,5,0.5,0.0032063894905149937,24.939837236203072
180,driving,16,15,0.9375,0.00337464758194983,24.717715743013976
181,robot,16,17,0.0625,0.005758286453783512,22.3970673435146
182,robot,8,7,0.875,0.012375323101878166,19.07443453442396
183,driving,4,9,0.25,0.004870247561484575,23.12448962429292
184,driving,16,47,0.9375,0.002095203148201108,26.787738620220463
185,n3dv,16,47,0.9375,0.0010309636127203703,29.86756662624948
186,n3dv,4,9,0.25,0.0008967653848230839,30.473211638725633
187,n3dv,2,7,0.5,0.0008809578721411526,30.550448592770376
188,n3dv,2,1,0.5,0.0011883543338626623,29.250540456368977
189,n3dv,8,23,0.875,0.0008523451979272068,30.69384481298193
190,driving,8,17,0.125,0.0016033729771152139,27.949654401777252
191,robot,16,1,0.0625,0.009747115895152092,20.111238700566435
192,driving,16,1,0.0625,0.007882273755967617,21.03348485907674
193,n3dv,8,9,0.125,0.0009177105966955423,30.37294253519773
194,n3dv,16,33,0.0625,0.0009187192190438509,30.368171983549246
195,n3dv,4,13,0.25,0.0009039629949256778,30.438493476535342
196,driving,8,23,0.875,0.002951445057988167,25.299652968861718
197,robot,8,1,0.125,0.009108641184866428,20.40546405675668
198,n3dv,4,11,0.75,0.0008758674957789481,30.575615904126025
199,robot,16,65,0.08333333333333333,0.0020975826773792505,26.78280912205129
200,n3dv,2,3,0.5,0.0009815015364438295,30.081090162182747
201,driving,16,17,0.0625,0.0016132816672325134,27.922898013366854
202,robot,8,9,0.125,0.00918638613075018,20.368553038636968
203,robot,16,47,0.9375,0.0024484184104949236,26.111143635519166
204,n3dv,8,7,0.875,0.0009055741829797626,30.4307596728351
205,driving,8,1,0.125,0.007425465155392885,21.29276335533605
206,robot,4,15,0.75,0.004200012423098087,23.767494250128216
207,n3dv,8,17,0.125,0.0008860371308401227,30.525480779085683
208,driving,16,31,0.9375,0.0012842227006331086,28.91359657521409
209,robot,4,1,0.25,0.008068201132118702,20.93223283800807
210,driving,16,49,0.0625,0.002055385150015354,26.87106785538024
211,robot,16,31,0.9375,0.005901702214032412,22.290227077579875
212,driving,4,15,0.75,0.00296556344255805,25.278927806314364
213,driving,4,5,0.25,0.002806052565574646,25.51904197625129
214,robot,8,75,0.75,0.009684992022812366,20.13900732657828
215,n3dv,4,5,0.25,0.0010788325453177094,29.67045960588913
216,robot,2,3,0.5,0.006574434693902731,21.821415842638242
217,driving,8,25,0.125,0.0027607798110693693,25.58968229597918
218,n3dv,4,3,0.75,0.0010516871698200703,29.7811342427461
219,n3dv,16,31,0.9375,0.00086601497605443,30.624745976344293
220,driving,4,11,0.75,0.005099261645227671,22.92492703631013
221,robot,16,33,0.0625,0.005043323617428541,22.972831633589813
222,driving,8,15,0.875,0.0032399578485637903,24.894606398721628
223,driving,8,9,0.125,0.005153038073331118,22.879366487330785
224,driving,2,5,0.5,0.003200630424544215,24.947644707629077
225,driving,2,1,0.5,0.003493526019155979,24.567360178500888
226,n3dv,16,17,0.0625,0.0008925724541768432,30.49356520121067
227,driving,8,31,0.875,0.0012886659242212772,28.89859655239256
228,robot,4,9,0.25,0.009087911807000637,20.41535896192785
229,robot,4,13,0.25,0.006106712389737368,22.14192533662455
230,driving,4,7,0.75,0.0024819921236485243,26.051996010248036
231,driving,2,3,0.5,0.00330188381485641,24.812382125555047
232,robot,16,15,0.9375,0.0045756930485367775,23.395431170380046
233,n3dv,2,5,0.5,0.000970416993368417,30.130416069667987
234,driving,16,63,0.9375,0.00214730529114604,26.68106205757283
235,n3dv,16,49,0.0625,0.0009683687821961939,30.139592195798105
236,driving,8,7,0.875,0.002388440538197756,26.218855662935635
237,robot,16,75,0.9166666666666666,0.010076385922729969,19.966952074996062
238,driving,4,3,0.75,0.004117920063436031,23.853220881078812
239,n3dv,4,7,0.75,0.0009178667096421123,30.372203814020708
240,n3dv,4,15,0.75,0.0008652059477753937,30.62880503706878
241,robot,2,7,0.5,0.005482025910168886,22.610589161484395
242,robot,8,23,0.875,0.013968520797789097,18.548495812423475
243,robot,8,17,0.125,0.005556886084377766,22.551685061178475
244,robot,4,7,0.75,0.009147850796580315,20.386809274442008
245,driving,4,1,0.25,0.006189664360135794,22.083329003325506
246,robot,4,5,0.25,0.004591871984302998,23.380102280329442
247,robot,8,15,0.875,0.004543706309050322,23.425897478254058
248,driving,16,33,0.0625,0.0021277565974742174,26.72078054205842
249,robot,2,1,0.5,0.006294471677392721,22.010407162665253
250,driving,2,7,0.5,0.0024295032490044832,26.14482515813251
251,n3dv,4,1,0.25,0.0013748392229899764,28.617480863070547
252,n3dv,16,63,0.9375,0.0009574175346642733,30.188986228764215
253,n3dv,8,7,0.875,0.0009014286915771663,30.45068622884373
254,driving,2,5,0.5,0.0031939486507326365,24.956720703148587
255,driving,8,23,0.875,0.0029408137779682875,25.31532475581802
256,robot,2,1,0.5,0.006294483784586191,22.010398809172646
257,driving,8,31,0.875,0.0012810067273676395,28.92448589497334
258,n3dv,16,33,0.0625,0.0009131749393418431,30.394460155511545
259,driving,2,3,0.5,0.003296050475910306,24.820061461128283
260,robot,16,33,0.0625,0.0050398739986121655,22.975803211718336
261,driving,4,11,0.75,0.005091031547635794,22.93194211758244
262,driving,4,1,0.25,0.00619085505604744,22.08249363826809
263,n3dv,16,17,0.0625,0.0008900674874894321,30.505770626437766
264,robot,16,17,0.0625,0.0057413456961512566,22.409863027385633
265,n3dv,4,5,0.25,0.001073075458407402,29.693697374770217
266,robot,4,9,0.25,0.00909049715846777,20.414123646025715
267,driving,4,15,0.75,0.0029543396085500717,25.29539582943567
268,robot,4,7,0.75,0.009147602133452892,20.386927328938405
269,robot,4,5,0.25,0.0045893630012869835,23.382475898928416
270,n3dv,2,7,0.5,0.0008740099146962166,30.584836407369544
271,n3dv,16,31,0.9375,0.0008633273537270725,30.638244986526924
272,n3dv,16,15,0.9375,0.0008645905763842165,30.631895023746985
273,robot,16,65,0.08333333333333333,0.0020791247952729464,26.821194422357188
274,driving,4,3,0.75,0.004110928624868393,23.860600635005788
275,n3dv,4,11,0.75,0.0008686328656040132,30.6116374269145
276,n3dv,8,25,0.125,0.000842209963593632,30.745796250528485
277,robot,16,15,0.9375,0.004570405930280685,23.400452254330432
278,robot,16,31,0.9375,0.005897128023207188,22.293594438401495
279,n3dv,4,7,0.75,0.000914883625227958,30.38634145426055
280,robot,8,17,0.125,0.005548039451241493,22.558604593875835
281,n3dv,4,3,0.75,0.0010467276442795992,29.80166305879473
282,n3dv,8,15,0.875,0.0008523226715624332,30.69395959282959
283,driving,8,9,0.125,0.005150081589818001,22.881858906234584
284,driving,16,17,0.0625,0.0016172939212992787,27.91211045771705
285,n3dv,16,1,0.0625,0.0015174775617197156,28.188777219287225
286,n3dv,4,15,0.75,0.0008618278661742806,30.645794676274775
287,robot,8,9,0.125,0.009191726334393024,20.36602914392907
288,n3dv,8,31,0.875,0.0008605628972873092,30.65217382225974
289,n3dv,2,3,0.5,0.0009724550181999803,30.121304782277974
290,robot,8,23,0.875,0.013973026536405087,18.54709516169259
291,n3dv,16,49,0.0625,0.0009630167041905224,30.1636617967209
292,robot,2,7,0.5,0.005477445665746927,22.614219217879462
293,robot,4,1,0.25,0.008077931590378284,20.926998290624184
294,robot,4,13,0.25,0.006105837877839804,22.142547312679998
295,driving,8,7,0.875,0.0023834535386413336,26.227933094840992
296,robot,4,11,0.75,0.011311771348118782,19.464693821233702
297,robot,4,15,0.75,0.004189202096313238,23.778686878133986
298,robot,8,75,0.75,0.009688337333500385,20.13750748113636
299,driving,2,1,0.5,0.003486648201942444,24.575918701355597
300,n3dv,16,63,0.9375,0.0009557179291732609,30.19670266593551
301,n3dv,2,5,0.5,0.0009652223088778555,30.153726489362892
302,robot,16,75,0.9166666666666666,0.010081368498504162,19.96480510449206
303,n3dv,4,1,0.25,0.001370523008517921,28.631136690712236
304,robot,2,3,0.5,0.006568650249391794,21.82523861713147
305,driving,16,49,0.0625,0.0020498507656157017,26.882777555436515
306,driving,4,7,0.75,0.0024781490210443735,26.058725813048653
307,driving,8,15,0.875,0.0032257381826639175,24.91370885068159
308,driving,8,1,0.125,0.007434346247464418,21.287572159250697
309,driving,16,33,0.0625,0.0021247235126793385,26.72697576074875
310,driving,8,17,0.125,0.0016081748763099313,27.93666726926556
311,n3dv,8,9,0.125,0.0009062941535376012,30.42730821611987
312,robot,16,1,0.0625,0.009759078733623028,20.10591178213251
313,n3dv,4,13,0.25,0.0008964513544924557,30.47473272246466
314,n3dv,8,1,0.125,0.0014646779745817184,28.34257849190598
315,n3dv,4,9,0.25,0.0008848719298839569,30.53119581471139
316,driving,2,7,0.5,0.0024296515621244907,26.14456004383944
317,driving,16,47,0.9375,0.0020840312354266644,26.810957761250176
318,robot,4,3,0.75,0.006870073266327381,21.630386313550023
319,driving,16,1,0.0625,0.007895205169916153,21.02636579651296
320,driving,16,31,0.9375,0.0012681724037975073,28.968217015581903
321,driving,4,13,0.25,0.0038369123358279467,24.1601812326744
322,driving,8,25,0.125,0.0027617602609097958,25.588140237598786
323,driving,16,15,0.9375,0.0033513859380036592,24.74775556917298
324,robot,8,15,0.875,0.004536252468824387,23.43302782429521
325,n3dv,2,1,0.5,0.0011796298203989863,29.28254257253648
326,driving,16,63,0.9375,0.00214014551602304,26.695566964371178
327,driving,4,9,0.25,0.004863319452852011,23.1306720235158
328,robot,2,5,0.5,0.0031940434128046036,24.956591853129545
329,robot,8,73,0.25,0.002061813371255994,26.857506482192587
330,robot,8,1,0.125,0.009119514375925064,20.400282877101095
331,robot,16,47,0.9375,0.0024411033373326063,26.124138355424993
332,n3dv,8,17,0.125,0.0008795583853498101,30.557353266514955
333,n3dv,16,47,0.9375,0.0010267682373523712,29.88527574511653
334,driving,4,5,0.25,0.0027977623976767063,25.53189171102051
335,n3dv,8,23,0.875,0.0008437748183496296,30.737734398631098
336,robot,8,7,0.875,0.012377937324345112,19.073517206866676
337,n3dv,16,47,0.9375,0.001026663463562727,29.885718931794806
338,robot,4,5,0.25,0.004585024900734425,23.386583013849762
339,n3dv,2,1,0.5,0.0011790586868301034,29.284645776596555
340,robot,16,17,0.0625,0.005729731637984514,22.418657184988934
341,driving,2,1,0.5,0.0034838987048715353,24.579344806893076
342,driving,8,25,0.125,0.002761449897661805,25.58862831986348
343,driving,16,63,0.9375,0.002138750394806266,26.698398972815074
344,robot,8,73,0.25,0.0020598138216882944,26.861720319936854
345,robot,8,75,0.75,0.009689793922007084,20.136854592223887
346,driving,4,5,0.25,0.0027966750785708427,25.533579876079806
347,driving,8,7,0.875,0.002380040707066655,26.23415614916918
348,robot,4,3,0.75,0.006871956400573254,21.62919604568333
349,n3dv,4,7,0.75,0.0009127676021307707,30.39639783210277
350,robot,8,7,0.875,0.012379546649754047,19.072952592832063
351,n3dv,16,49,0.0625,0.0009608567925170064,30.173413353846904
352,robot,16,65,0.08333333333333333,0.0020685542840510607,26.84333077642778
353,robot,16,31,0.9375,0.005892219953238964,22.2972104955938
354,driving,4,13,0.25,0.0038346885703504086,24.16269900990187
355,n3dv,4,9,0.25,0.0008836184279061854,30.537352354731738
356,robot,2,7,0.5,0.005475166719406843,22.616026519735005
357,driving,16,33,0.0625,0.0021219674963504076,26.732612727738733
358,robot,4,15,0.75,0.004184529650956392,23.783533504482467
359,driving,16,17,0.0625,0.0016205195570364594,27.90345723371811
360,driving,16,49,0.0625,0.0020482665859162807,26.886135197383073
361,n3dv,2,5,0.5,0.0009631193825043738,30.163198769986007
362,robot,16,75,0.9166666666666666,0.01008613221347332,19.962753432157953
363,n3dv,8,9,0.125,0.0009044169564731419,30.436313038745716
364,n3dv,8,23,0.875,0.0008429577574133873,30.741941883431497
365,driving,4,9,0.25,0.0048628197982907295,23.13111823801759
366,driving,2,5,0.5,0.003184583503752947,24.96947358885822
367,robot,2,1,0.5,0.006293275393545628,22.01123263122959
368,robot,4,1,0.25,0.008080106228590012,20.9258292954878
369,robot,16,1,0.0625,0.009764891117811203,20.10332594895062
370,driving,16,1,0.0625,0.00789704080671072,21.02535617833017
371,robot,8,9,0.125,0.0091907549649477,20.36648812482889
372,n3dv,16,1,0.0625,0.0015128077939152718,28.202162466923163
373,n3dv,4,5,0.25,0.0010673528304323554,29.716919939022954
374,n3dv,4,3,0.75,0.0010441261110827327,29.81247043441378
375,n3dv,8,15,0.875,0.0008488072198815644,30.711909350193125
376,driving,4,3,0.75,0.004106053151190281,23.865754331633706
377,robot,4,9,0.25,0.009089265950024128,20.414711890251752
378,driving,4,11,0.75,0.005078714340925217,22.942462139579316
379,robot,8,17,0.125,0.005536826327443123,22.567390987051553
380,n3dv,8,1,0.125,0.00146163918543607,28.351598223943434
381,driving,8,23,0.875,0.002928429748862982,25.333651899549917
382,driving,8,15,0.875,0.0032208191696554422,24.92033657616001
383,n3dv,16,31,0.9375,0.0008608743664808571,30.650602236046712
384,n3dv,8,31,0.875,0.0008586622425355017,30.66177633664693
